filename,label,blink_rate,ear_mean,ear_std,jaw_velocity_mean,jaw_velocity_std,jaw_jitter_fft_energy,mouth_velocity_mean,mouth_velocity_std,mouth_jitter_fft_energy,overall_velocity_mean,overall_velocity_std,overall_jitter_fft_energy,av_sync_lag_ms,av_sync_confidence
arabic_real_Real_100.mp4,real,4.329004329004329,0.16624093896956746,0.09051366260992286,0.9659972120365542,1.3860934299792698,0.20012944806921218,0.9437775145093649,1.353876933687386,0.22144897491878104,0.8867028601579748,1.306397737180174,0.21602472395022174,0.0,0.0
arabic_real_Real_1000.mp4,real,2.25,0.2205975561117397,0.03740780232309074,1.3347009905289218,1.5134391598046366,0.24597802195929394,1.2578374916119714,1.5007357122160534,0.22331509646455983,1.172582308052307,1.418537295727645,0.22024429666439818,0.0,0.0
arabic_real_Real_1002.mp4,real,8.363636363636363,0.14402226707759616,0.03282776217789943,0.8125622233861006,0.8786378072445783,0.3677881935772593,0.7945375402538015,0.8335614329309375,0.34695622987530716,0.7633271188090693,0.827841362928307,0.3392110972693699,0.0,0.0
arabic_real_Real_1019.mp4,real,0.0,0.4807926585611642,0.06038093962119549,2.6364376661307833,2.5485859186781927,0.4052648888397415,2.5304458148812397,2.405990789057373,0.3807470178138716,2.434560028293284,2.333002139394277,0.38587159367517443,0.0,0.0
arabic_real_Real_1022.mp4,real,0.2857142857142857,0.3431289359686772,0.07305592797753362,1.8497572339914121,1.6810202456019792,0.35669814672515965,1.696028854446343,1.4736688717625948,0.351404906149076,1.6508360979583183,1.425540277616177,0.3442761008769513,0.0,0.0
arabic_real_Real_1024.mp4,real,0.0,0.29652222249482424,0.013891130454104601,0.559394462198878,0.40797617010802895,0.290515887766227,0.585741401494227,0.38097015238073545,0.2630353969121899,0.5269584730884653,0.3355407557369339,0.1490622152753399,0.0,0.0
arabic_real_Real_1035.mp4,real,1.3725490196078431,0.27546187341202816,0.0737339103111999,0.5489269860167544,0.6416984396788702,0.3038347067260168,0.5022417845833359,0.6004545849025763,0.3028362299968296,0.4682389026546624,0.5970625389579108,0.3034111193457377,0.0,0.0
arabic_real_Real_1036.mp4,real,0.14285714285714285,0.32709582884328064,0.045289952216147324,5.794411499950087,10.72985061007799,0.15991817486733712,5.558725910661322,10.269624477014208,0.16141406662416677,5.391774545792247,9.940058617827678,0.16072697651602794,0.0,0.0
arabic_real_Real_1041.mp4,real,2.0,0.30371309066045854,0.1040029051695445,1.6524226375143714,1.5463444674747944,0.220742313091525,1.5583616009235173,1.4586228200654767,0.20860938380030863,1.4929908468891078,1.3686425921235919,0.20889713482209393,0.0,0.0
arabic_real_Real_105.mp4,real,6.444444444444445,0.15180286102530183,0.06769463346515389,0.6474036711391992,0.6212535104610837,0.32377421426105674,0.657567162423673,0.5940717594685605,0.3074256948102887,0.5999523757486248,0.5729366909810096,0.2980806411582606,0.0,0.0
arabic_real_Real_1051.mp4,real,8.254901960784315,0.04479808517391686,0.021722924958243697,0.9786311241138277,1.0061783501497252,0.30911828677824726,0.9571085409675736,0.9748972782104047,0.30660822312517055,0.9362181680645283,0.9587511824777574,0.307931150912696,0.0,0.0
arabic_real_Real_1098.mp4,real,8.166666666666666,0.12213785113899644,0.03844161367893795,2.4983601429022317,2.1888890489892043,0.24066601198843654,2.435045353057518,2.1928379351008296,0.22221581309349434,2.4015383644259285,2.156778301254216,0.2289288477938455,0.0,0.0
arabic_real_Real_1120.mp4,real,0.07692307692307693,0.4294662328723068,0.06764505110754401,1.5137316800145544,1.2662061218153995,0.2106462152599651,1.4251829696357203,1.2277987929712069,0.21635486080218908,1.3383079865064664,1.15190984423759,0.21704499122222526,0.0,0.0
arabic_fake_Fake_1001.mp4,fake,1.050420168067227,0.37998950621053923,0.10949864702066497,2.3138890892752064,2.685144254335736,0.15207015621403824,2.263040237807277,2.6204018103616997,0.1475778414605878,2.1578601755994886,2.556915939807006,0.14694700792417636,0.0,0.0
arabic_fake_Fake_1005.mp4,fake,0.2508361204013378,0.3144901043405716,0.030335129527807803,0.469536757427164,0.3793928022195813,0.11767571847801779,0.3806353983712662,0.2982584756257004,0.1459887264942378,0.3307946648375208,0.25960968517711464,0.1244398843300094,0.0,0.0
arabic_fake_Fake_1019.mp4,fake,4.2065009560229445,0.18169021619172196,0.06900212027959052,0.5983761827673121,0.6667739735649089,0.33592098234297824,0.5610711507861736,0.608970043091364,0.33686068983088563,0.5017397876776568,0.5904154036536999,0.3359032116448169,0.0,0.0
arabic_fake_Fake_1041.mp4,fake,8.384615384615385,0.09176129492424394,0.0272101298585052,0.885837815064765,0.7818735715151436,0.3476081380222504,0.8522707690985288,0.7827355334199431,0.3445449770575536,0.8224082596703534,0.7704248788380312,0.34127746555297084,0.0,0.0
arabic_fake_Fake_1050.mp4,fake,0.7834757834757835,0.26667463006456,0.036244799063962566,1.8944012584892551,2.0164041104684873,0.1572626107143667,1.8008752954293878,1.9105302510874997,0.1519592012681207,1.7240921859728695,1.851448736512648,0.15297650107430652,0.0,0.0
arabic_fake_Fake_1053.mp4,fake,2.5541795665634677,0.24479208800745744,0.09512023847723057,0.598658908434557,0.6662383818078127,0.3128700877789638,0.5377294950799665,0.5961626428984512,0.30913414567602937,0.48368561958901934,0.5576348705069208,0.2938165532460086,0.0,0.0
